u_id,model,pred_country,correct,auc_ranked,auc_random,auc_gap,conf_step0,conf_step1,conf_step2,conf_step3,conf_step4,conf_step5,conf_step6,conf_step7,conf_step8,conf_step9,conf_step10
cc3e4687-4fba-4fe1-aeb3-489db832865c,internvl2,USA,False,0.08562,0.08994,-0.00432,0.08103,0.02063,0.05679,0.04354,0.06058,0.07339,0.05609,0.07152,0.124,0.14884,0.32051
31e9a0fd-c1ab-4668-a100-e869e7c36d2e,internvl2,USA,False,0.38939,0.42252,-0.03313,0.50223,0.4063,0.37974,0.50795,0.44871,0.53616,0.44312,0.30414,0.34113,0.24808,0.05492
535d82e7-8b5f-4ed4-b186-e458ced4fd32,internvl2,Germany,True,0.23156,0.379,-0.14744,0.97504,0.30742,0.30253,0.20835,0.22454,0.24325,0.21471,0.15622,0.04998,0.0966,0.04895
606aeda1-a002-4666-9cc2-c54b4af0a436,internvl2,USA,False,0.11661,0.13879,-0.02218,0.17759,0.0861,0.13668,0.16914,0.14834,0.20051,0.13331,0.07927,0.04827,0.0453,0.06066
b44fddf6-9e94-4b2d-92d6-b64b7047f781,internvl2,Germany,True,0.17408,0.28072,-0.10664,0.1887,0.18914,0.22534,0.21755,0.14341,0.15432,0.26353,0.18993,0.14731,0.07249,0.08692
02bd886c-af46-4b28-a3b3-939f0185db11,internvl2,Canada,False,0.04886,0.04455,0.00431,0.12333,0.07608,0.03089,0.03219,0.07016,0.02796,0.02101,0.02549,0.05055,0.05932,0.06665
7e4d2b1e-fa75-443c-92e9-b792125002c6,internvl2,Germany,True,0.3339,0.4612,-0.1273,0.98999,0.64074,0.34461,0.35922,0.41039,0.29095,0.27156,0.21194,0.11643,0.15453,0.08721
8c973562-db40-4319-9dd5-51d83c7f910e,internvl2,Canada,False,0.05537,0.08441,-0.02904,0.09741,0.05985,0.06682,0.06181,0.05243,0.04332,0.02595,0.02772,0.05323,0.07422,0.07921
3f0011f7-0cf3-4ed5-a905-78d71079c3da,internvl2,Canada,False,0.29559,0.38329,-0.0877,0.88386,0.22616,0.32904,0.42297,0.34118,0.43209,0.39335,0.12449,0.09908,0.1017,0.08781
99a8796e-1be0-40dc-9e07-56df08f021e0,internvl2,Germany,True,0.8129,0.66175,0.15115,0.98539,0.96946,0.95929,0.93417,0.91656,0.93146,0.94667,0.96981,0.45962,0.50274,0.09296
098b83b9-da89-40a9-a452-bc72698c3740,internvl2,Germany,True,0.58858,0.41361,0.17497,0.95084,0.88183,0.86593,0.84483,0.65365,0.5506,0.42763,0.42047,0.41059,0.31213,0.08538
ffcd1ddf-ff5a-4f44-90d8-f019b0e5efd1,internvl2,Germany,True,0.66925,0.46104,0.20821,0.90045,0.83043,0.76789,0.8298,0.77312,0.8002,0.83157,0.85201,0.29896,0.16684,0.18299
